Task,Priority,Tags,Created Date,Due Date,Alarm
Complete meeting,High,Personal,2023-04-26,2023-05-19,False
Read book,Low,Work,2023-11-10,2023-12-10,True
Book flight tickets,High,Personal,2023-12-31,2024-11-02,True
Work on project,Medium,Personal,2023-12-27,2024-02-23,True
Schedule car service,Low,Work,2024-01-22,2024-05-28,True
Prepare presentation,High,Work,2023-01-28,2023-04-12,True
Visit doctor,High,Personal,2024-01-28,2024-06-19,False
Go to school,Low,Work,2024-03-24,2024-09-17,False
Visit doctor,High,Personal,2023-10-27,2024-03-07,False
Send emails,High,Personal,2023-08-13,2023-09-02,False
Join gym session,Low,Personal,2023-03-02,2024-05-05,False
Write report,High,Personal,2023-08-28,2024-02-20,True
Go to bank,High,Personal,2023-04-01,2024-10-23,False
Renew library membership,Medium,Personal,2023-01-08,2023-08-04,True
Schedule car service,Medium,Work,2023-12-06,2024-07-06,True
Call plumber,High,Personal,2023-09-15,2024-04-20,True
Send emails,High,Personal,2023-04-26,2024-10-29,True
Go to bank,Low,Personal,2024-01-13,2024-03-09,False
Go to school,High,Work,2023-09-30,2024-02-03,True
Write report,Low,Work,2023-08-20,2023-12-05,False
Visit doctor,High,Personal,2023-06-14,2024-02-15,False
Read book,Medium,Work,2023-01-17,2024-04-12,False
Visit doctor,High,Personal,2023-11-19,2024-07-15,False
Send emails,Medium,Work,2023-06-26,2024-06-20,True
Join gym session,High,Work,2024-08-08,2024-11-20,False
Renew library membership,High,Work,2024-04-02,2024-08-10,False
Take groceries,Medium,Work,2023-04-09,2023-05-30,False
Complete meeting,High,Personal,2023-05-23,2024-10-18,False
Complete meeting,Medium,Personal,2023-07-26,2023-10-11,False
Take stationary,Medium,Work,2024-08-23,2024-11-27,True
Prepare presentation,Medium,Personal,2023-04-17,2024-04-16,False
Organize desk,High,Work,2023-05-27,2023-09-25,False
Go to school,Low,Work,2023-07-11,2024-01-17,False
Send emails,Low,Work,2023-03-24,2024-08-16,True
Organize desk,Low,Personal,2023-06-10,2024-10-22,True
Visit doctor,Low,Personal,2024-07-26,2024-10-27,False
Write report,High,Work,2023-01-15,2024-11-10,True
Buy birthday gift,High,Work,2024-02-09,2024-07-04,True
Complete meeting,Medium,Personal,2023-06-29,2024-09-10,False
Send emails,Medium,Work,2023-05-10,2023-10-25,True
Prepare presentation,Low,Personal,2023-03-21,2023-07-19,True
Renew library membership,Medium,Work,2024-11-08,2024-12-11,True
Take groceries,Medium,Work,2024-07-19,2024-12-12,False
Work on project,Low,Work,2023-02-10,2024-02-11,False
Organize desk,Low,Personal,2023-07-14,2023-10-07,False
Join gym session,Medium,Personal,2023-06-27,2024-10-29,False
Renew library membership,Medium,Work,2023-09-18,2024-11-30,False
Write report,Medium,Personal,2024-07-21,2024-10-09,False
Schedule car service,Medium,Personal,2023-07-09,2023-10-14,True
Work on project,Low,Personal,2023-10-15,2024-03-28,False
Send emails,Medium,Personal,2023-03-15,2023-09-17,False
Go to school,Medium,Personal,2023-06-19,2023-10-11,True
Visit doctor,High,Personal,2023-01-07,2023-03-15,True
Visit doctor,Medium,Work,2023-10-25,2024-03-11,True
Book flight tickets,Medium,Work,2023-07-18,2024-12-15,True
Prepare presentation,Medium,Personal,2023-06-21,2024-09-06,True
Read book,Medium,Work,2024-01-05,2024-07-31,True
Complete meeting,Low,Work,2024-09-02,2024-09-07,True
Book flight tickets,Low,Work,2024-02-14,2024-08-21,False
Attend seminar,High,Personal,2023-02-26,2024-08-05,False
Prepare presentation,High,Work,2023-12-16,2024-04-16,True
Book flight tickets,High,Work,2023-10-19,2024-12-03,True
Write report,Low,Personal,2023-11-28,2024-12-17,True
Work on project,Medium,Personal,2024-02-02,2024-11-11,False
Schedule car service,Low,Work,2023-10-31,2024-04-03,False
Go to bank,Medium,Work,2023-05-04,2023-06-14,False
Write report,Medium,Work,2023-07-18,2023-08-26,False
Renew library membership,High,Work,2023-03-16,2024-02-06,True
Visit doctor,Medium,Personal,2023-03-21,2024-03-04,True
Take groceries,Low,Work,2023-03-11,2023-10-03,True
Book flight tickets,High,Work,2023-03-22,2024-05-12,False
Prepare presentation,Medium,Personal,2023-01-13,2023-01-19,False
Take groceries,High,Personal,2023-04-28,2024-07-07,False
Go to school,High,Personal,2024-10-24,2024-10-27,False
Take stationary,Low,Work,2024-02-28,2024-06-11,True
Attend seminar,Medium,Work,2024-07-07,2024-07-18,False
Renew library membership,High,Work,2023-09-23,2024-08-25,False
Buy birthday gift,Medium,Personal,2023-07-10,2023-11-11,True
Take stationary,Medium,Personal,2023-10-02,2024-05-01,True
Write report,Medium,Personal,2023-06-17,2024-11-28,False
Schedule car service,Medium,Work,2024-07-30,2024-08-04,True
Work on project,High,Work,2023-11-04,2024-07-20,False
Schedule car service,Low,Work,2023-08-23,2024-09-02,True
Organize desk,Medium,Work,2023-04-09,2023-06-22,True
Organize desk,Low,Personal,2023-03-12,2023-05-18,False
Schedule car service,High,Work,2023-06-03,2023-10-23,False
Visit doctor,Medium,Work,2024-07-12,2024-08-06,True
Call plumber,High,Work,2023-04-17,2023-07-20,True
Work on project,Medium,Personal,2023-01-09,2023-09-07,False
Plan weekend trip,Medium,Work,2023-02-15,2023-06-06,False
Write report,Low,Personal,2023-06-22,2024-11-12,True
Renew library membership,High,Work,2023-06-17,2023-11-11,False
Attend seminar,High,Personal,2023-10-10,2024-08-19,True
Plan weekend trip,Medium,Personal,2023-07-19,2024-02-26,True
Call plumber,High,Personal,2023-01-19,2023-02-18,True
Go to school,Medium,Work,2023-07-20,2024-03-22,False
Go to bank,Low,Personal,2023-11-13,2023-12-26,False
Send emails,High,Work,2023-02-07,2023-12-18,True
Write report,Low,Personal,2023-08-08,2024-04-19,True
Attend seminar,Low,Work,2023-06-24,2023-07-26,False
Organize desk,High,Work,2023-08-29,2024-05-16,True
Take stationary,High,Personal,2023-09-23,2023-10-16,False
Take groceries,High,Personal,2023-03-20,2024-08-13,False
Go to bank,Low,Work,2023-07-08,2024-03-03,False
Visit doctor,Medium,Personal,2023-09-17,2024-04-19,False
Organize desk,Medium,Personal,2023-04-17,2024-01-31,False
Work on project,Low,Personal,2023-03-08,2024-05-28,True
Plan weekend trip,Low,Work,2023-01-14,2024-11-25,True
Take stationary,Low,Personal,2023-10-06,2024-05-20,True
Work on project,High,Work,2024-07-14,2024-07-29,False
Attend seminar,Low,Work,2023-10-24,2024-05-27,True
Attend seminar,Low,Work,2024-06-24,2024-10-27,True
Schedule car service,Medium,Work,2023-03-24,2024-02-17,True
Buy birthday gift,Medium,Work,2023-02-20,2023-12-30,True
Buy birthday gift,Medium,Work,2023-04-10,2023-12-22,True
Organize desk,High,Personal,2023-09-06,2024-05-08,False
Go to bank,Medium,Personal,2023-03-12,2023-09-11,False
Schedule car service,Medium,Personal,2023-08-12,2024-10-07,True
Schedule car service,High,Personal,2023-12-16,2024-11-06,True
Join gym session,Medium,Work,2023-10-23,2024-04-27,False
Complete meeting,Medium,Personal,2023-01-12,2023-02-06,True
Complete meeting,Low,Personal,2024-04-19,2024-11-20,False
Read book,High,Personal,2023-07-21,2023-10-07,True
Prepare presentation,Low,Work,2023-04-13,2024-11-14,True
Go to bank,High,Personal,2024-01-22,2024-10-29,True
Attend seminar,High,Personal,2023-07-09,2024-11-03,False
Write report,Low,Work,2023-02-20,2024-10-02,True
Read book,Medium,Work,2023-08-24,2024-11-13,False
Join gym session,Medium,Work,2024-04-01,2024-10-24,False
Take groceries,Medium,Work,2024-03-17,2024-07-24,False
Schedule car service,Medium,Work,2023-07-01,2024-01-05,False
Take groceries,Low,Personal,2023-02-04,2024-04-05,True
Plan weekend trip,High,Work,2023-07-26,2023-10-19,False
Go to school,Low,Personal,2024-05-26,2024-11-14,False
Go to bank,Low,Work,2023-03-16,2023-06-24,True
Renew library membership,Medium,Work,2023-01-13,2023-08-25,False
Write report,Medium,Work,2023-10-15,2024-03-23,True
Join gym session,Low,Personal,2023-03-16,2024-01-02,True
Take groceries,Low,Work,2024-07-19,2024-12-16,True
Visit doctor,Low,Work,2024-03-03,2024-09-18,False
Renew library membership,High,Work,2023-11-13,2024-05-29,False
Read book,Medium,Work,2023-05-04,2023-10-18,False
Attend seminar,Medium,Work,2023-11-30,2024-11-30,True
Plan weekend trip,Medium,Work,2023-04-23,2023-08-13,False
Send emails,Low,Work,2023-03-05,2024-06-07,True
Book flight tickets,Medium,Personal,2024-03-01,2024-05-29,True
Go to school,High,Work,2023-01-03,2024-08-04,True
Send emails,High,Personal,2023-04-15,2024-03-08,False
Join gym session,High,Personal,2023-07-31,2024-09-25,False
Renew library membership,Medium,Work,2024-01-10,2024-02-09,False
Book flight tickets,High,Personal,2023-06-04,2024-10-27,True
Complete meeting,Medium,Personal,2023-10-18,2024-09-07,False
Schedule car service,High,Work,2023-07-24,2024-01-05,False
Work on project,Low,Personal,2023-07-10,2024-12-05,False
Call plumber,High,Work,2023-04-28,2024-07-24,False
Join gym session,High,Personal,2023-05-27,2023-09-24,False
Go to bank,Medium,Work,2023-12-30,2024-07-07,False
Plan weekend trip,Low,Personal,2023-04-19,2023-09-24,True
Organize desk,Low,Personal,2023-06-09,2023-12-28,False
Take stationary,High,Personal,2023-05-27,2023-11-15,False
Plan weekend trip,Medium,Personal,2023-07-27,2024-10-17,False
Organize desk,High,Work,2023-07-01,2023-10-29,True
Call plumber,Low,Personal,2023-07-23,2023-11-04,True
Work on project,Low,Personal,2023-01-09,2024-08-13,True
Go to bank,Low,Work,2024-07-07,2024-09-07,False
Go to school,Medium,Personal,2024-01-21,2024-07-13,False
Call plumber,Medium,Personal,2023-02-15,2024-01-17,False
Go to bank,Low,Personal,2023-11-14,2024-02-10,False
Schedule car service,High,Work,2023-02-01,2024-06-12,True
Prepare presentation,High,Work,2024-07-09,2024-08-26,True
Schedule car service,Medium,Personal,2023-05-08,2024-07-28,False
Attend seminar,Medium,Work,2023-07-18,2024-09-18,True
Take groceries,Low,Personal,2023-03-17,2024-10-10,True
Book flight tickets,High,Personal,2023-02-25,2024-10-24,True
Take stationary,High,Personal,2023-03-08,2023-12-11,False
Organize desk,Medium,Personal,2024-06-03,2024-11-25,False
Take stationary,Medium,Work,2023-08-02,2024-10-15,False
Prepare presentation,Low,Work,2023-07-11,2024-02-28,False
Plan weekend trip,Medium,Work,2023-08-16,2023-09-06,False
Schedule car service,Medium,Work,2023-02-22,2023-12-13,True
Book flight tickets,High,Personal,2023-11-30,2024-05-21,False
Complete meeting,High,Personal,2023-03-15,2024-01-18,False
Join gym session,Low,Personal,2023-05-03,2024-06-22,False
Call plumber,High,Work,2023-04-30,2023-11-12,True
Work on project,Low,Work,2024-04-26,2024-11-16,False
Go to bank,Low,Work,2023-08-08,2023-09-17,True
Prepare presentation,High,Work,2023-05-22,2024-09-22,False
Take groceries,Medium,Personal,2023-04-12,2023-06-15,True
Book flight tickets,Low,Personal,2023-06-03,2024-01-06,False
Book flight tickets,Low,Work,2023-10-17,2024-10-07,False
Go to school,Low,Work,2023-01-08,2023-11-24,False
Go to school,Low,Personal,2024-08-15,2024-08-21,False
Attend seminar,Low,Personal,2023-08-05,2024-06-08,True
Organize desk,Medium,Personal,2024-01-20,2024-07-21,True
Complete meeting,Low,Work,2023-09-25,2024-08-10,True
Go to bank,Medium,Personal,2023-01-14,2023-02-17,False
Send emails,Medium,Personal,2024-04-14,2024-10-26,True
Go to school,Medium,Work,2023-10-17,2024-01-08,True
Schedule car service,High,Work,2023-08-31,2024-01-08,True
Take groceries,Medium,Work,2023-04-18,2024-11-14,True
Schedule car service,Medium,Personal,2023-05-21,2023-07-24,True
Visit doctor,Medium,Work,2023-05-26,2023-08-12,True
Organize desk,Medium,Personal,2024-04-12,2024-06-05,True
Schedule car service,Medium,Work,2023-05-08,2023-06-28,True
Plan weekend trip,High,Work,2023-06-05,2024-01-14,True
Book flight tickets,Medium,Personal,2024-03-08,2024-11-17,False
Book flight tickets,Low,Personal,2024-05-03,2024-08-14,False
Send emails,Low,Work,2024-05-02,2024-10-19,False
Read book,High,Work,2023-10-30,2024-10-27,True
Prepare presentation,Low,Work,2023-07-20,2023-11-17,True
Buy birthday gift,Low,Work,2023-12-14,2024-02-15,False
Read book,High,Personal,2023-01-05,2023-05-31,True
Complete meeting,Medium,Work,2023-01-06,2023-11-19,False
Join gym session,High,Personal,2024-08-21,2024-09-19,True
Complete meeting,Low,Work,2023-03-09,2024-01-25,False
Renew library membership,High,Personal,2023-03-10,2023-05-13,True
Prepare presentation,Low,Work,2023-08-03,2023-11-01,True
Send emails,High,Work,2023-07-04,2023-12-01,False
Read book,Low,Personal,2023-05-27,2024-12-15,False
Attend seminar,High,Work,2023-06-06,2024-10-06,True
Prepare presentation,High,Personal,2023-01-23,2024-12-21,True
Organize desk,Low,Work,2024-04-07,2024-12-12,True
Work on project,Medium,Work,2023-05-25,2023-12-20,True
Renew library membership,Medium,Work,2023-01-29,2024-06-20,False
Take groceries,High,Personal,2023-04-20,2023-05-10,False
Send emails,High,Personal,2023-08-07,2024-04-22,True
Read book,High,Work,2023-03-01,2024-02-07,True
Read book,Low,Work,2024-06-22,2024-07-13,True
Call plumber,High,Work,2023-06-17,2023-12-08,False
Write report,Medium,Work,2023-02-26,2024-02-15,False
Plan weekend trip,High,Personal,2023-01-17,2023-11-09,True
Plan weekend trip,Medium,Personal,2023-11-16,2024-02-09,True
Plan weekend trip,Low,Personal,2023-03-21,2023-09-20,True
Attend seminar,Medium,Personal,2023-09-11,2024-12-20,False
Renew library membership,High,Work,2024-07-10,2024-12-12,True
Book flight tickets,Low,Work,2023-05-17,2024-04-14,False
Plan weekend trip,Medium,Work,2023-07-17,2023-09-14,False
Prepare presentation,Low,Personal,2023-12-24,2024-02-18,True
Go to bank,High,Work,2023-05-12,2024-08-06,False
Call plumber,Low,Work,2023-06-03,2023-08-11,True
Write report,Low,Work,2023-09-02,2023-11-08,False
Write report,Low,Work,2024-02-12,2024-07-03,True
Call plumber,High,Personal,2023-01-04,2024-03-16,False
Prepare presentation,High,Work,2023-07-23,2023-09-23,True
Send emails,High,Work,2023-06-16,2024-09-14,False
Write report,Medium,Personal,2023-05-12,2023-08-18,False
Plan weekend trip,High,Work,2023-08-15,2023-10-22,True
Read book,High,Work,2024-10-26,2024-11-17,True
Prepare presentation,Low,Work,2024-10-04,2024-10-27,True
Attend seminar,Medium,Work,2023-06-30,2023-12-09,True
Renew library membership,Low,Personal,2024-04-02,2024-04-08,False
Plan weekend trip,Medium,Personal,2024-06-23,2024-10-14,True
Visit doctor,Medium,Personal,2023-09-10,2024-10-08,False
Read book,Low,Personal,2023-01-10,2023-03-28,True
Schedule car service,Medium,Personal,2023-12-28,2024-10-19,True
Join gym session,Low,Work,2024-07-11,2024-08-21,True
Go to bank,Low,Personal,2023-01-13,2024-02-07,False
Organize desk,Medium,Personal,2023-01-02,2023-12-26,False
Complete meeting,Low,Personal,2023-05-08,2024-12-25,False
Schedule car service,Medium,Work,2023-07-03,2023-12-23,True
Attend seminar,High,Work,2023-01-24,2024-04-07,False
Read book,High,Work,2023-06-17,2024-09-09,False
Plan weekend trip,High,Personal,2023-04-28,2024-04-01,False
Visit doctor,Medium,Work,2023-04-22,2024-05-25,True
Prepare presentation,High,Work,2023-04-26,2024-11-22,True
Call plumber,Medium,Personal,2023-12-25,2024-08-13,False
Schedule car service,High,Personal,2024-05-08,2024-07-04,False
Send emails,Low,Work,2023-01-04,2024-09-16,False
Take stationary,High,Personal,2024-03-06,2024-10-22,False
Schedule car service,High,Personal,2023-10-17,2024-11-06,False
Buy birthday gift,Low,Personal,2023-10-25,2024-03-03,True
Prepare presentation,High,Work,2023-02-27,2023-05-25,False
Renew library membership,Low,Personal,2024-07-07,2024-07-19,False
Schedule car service,High,Personal,2023-08-27,2024-03-14,True
Renew library membership,Low,Work,2023-10-07,2024-09-12,True
Write report,Low,Personal,2024-03-13,2024-06-21,True
Work on project,Medium,Personal,2024-02-03,2024-12-11,False
Work on project,High,Personal,2023-03-23,2023-03-23,True
Attend seminar,Medium,Personal,2024-01-14,2024-11-24,True
Join gym session,Low,Personal,2023-01-29,2023-05-25,False
Buy birthday gift,High,Personal,2023-07-26,2023-08-16,True
Send emails,Low,Personal,2023-03-09,2023-06-29,False
Work on project,Medium,Personal,2023-08-25,2023-11-29,True
Send emails,Low,Personal,2024-02-24,2024-08-14,False
Write report,Medium,Personal,2023-05-21,2024-12-04,False
Take stationary,Medium,Work,2023-05-17,2023-09-06,True
Schedule car service,Medium,Personal,2024-08-11,2024-10-27,True
Book flight tickets,Medium,Work,2023-11-21,2024-12-10,True
Go to school,High,Work,2023-07-10,2024-12-27,True
Book flight tickets,High,Personal,2023-03-23,2023-07-12,False
Complete meeting,Low,Work,2023-08-20,2024-11-10,False
Prepare presentation,Medium,Personal,2023-07-31,2023-11-12,True
Work on project,Medium,Work,2023-10-31,2024-09-22,True
Schedule car service,High,Personal,2024-02-04,2024-03-12,True
Read book,Low,Personal,2024-07-19,2024-10-27,True
Join gym session,Low,Personal,2023-04-11,2023-11-23,False
Write report,Medium,Work,2023-05-17,2023-07-17,True
Call plumber,High,Work,2024-03-19,2024-05-24,False
Write report,Medium,Personal,2023-09-10,2024-05-06,False
Book flight tickets,High,Work,2023-10-12,2024-04-14,True
Send emails,High,Personal,2024-07-01,2024-10-30,False
Work on project,High,Work,2023-11-27,2024-12-06,False
Visit doctor,Low,Personal,2023-06-27,2024-06-28,True
Call plumber,Low,Work,2023-02-08,2024-02-09,False
Buy birthday gift,Medium,Personal,2023-05-27,2023-10-11,False
Book flight tickets,High,Personal,2023-06-11,2024-01-01,False
Plan weekend trip,High,Personal,2024-03-03,2024-09-15,True
Go to bank,High,Work,2023-08-19,2024-02-22,True
Work on project,High,Work,2023-07-30,2024-09-11,False
Visit doctor,Low,Personal,2023-03-29,2024-10-08,False
Renew library membership,Medium,Personal,2023-08-10,2024-08-01,True
Join gym session,Medium,Personal,2023-12-06,2024-01-16,False
Complete meeting,Low,Work,2024-06-03,2024-07-12,True
Read book,High,Personal,2023-02-12,2024-11-04,False
Call plumber,High,Personal,2023-02-03,2023-07-05,False
Send emails,High,Work,2023-05-22,2024-07-06,False
Attend seminar,High,Personal,2023-02-24,2024-10-07,False
Book flight tickets,Medium,Work,2023-12-19,2023-12-25,False
Take groceries,Medium,Work,2023-12-31,2024-05-29,True
Join gym session,High,Work,2023-01-18,2024-05-31,True
Write report,High,Personal,2024-01-31,2024-10-24,True
Read book,Low,Personal,2023-07-06,2024-07-03,False
Organize desk,Low,Personal,2023-11-22,2024-09-03,True
Take groceries,Low,Work,2023-03-22,2024-02-27,False
Take stationary,High,Work,2023-03-02,2024-04-30,False
